;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
334;tripadvisor;2015-03;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1140.5;257;;;;0
335;tripadvisor;2015-04;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2418.0;546;;;;0
336;tripadvisor;2015-05;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;3965.0;893;;;;0
337;tripadvisor;2015-06;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2771.0;624;;;;0
338;tripadvisor;2015-07;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;5740.5;1292;;;;0
339;tripadvisor;2015-08;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;8179.0;1838;;;;0
340;tripadvisor;2015-09;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;4826.5;1087;;;;0
341;tripadvisor;2015-10;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;3281.5;739;;;;0
342;tripadvisor;2015-11;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2123.0;478;;;;0
343;tripadvisor;2015-12;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1597.5;360;;;;0
344;tripadvisor;2016-01;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1503.0;338;;;;0
345;tripadvisor;2016-02;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2287.0;516;;;;0
346;tripadvisor;2016-03;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2692.0;608;;;;0
347;tripadvisor;2016-04;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;4913.5;1107;;;;0
348;tripadvisor;2016-05;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;5397.5;1213;;;;0
349;tripadvisor;2016-06;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;3772.5;851;;;;0
350;tripadvisor;2016-07;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;6363.5;1436;;;;0
351;tripadvisor;2016-08;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;11404.5;2577;;;;0
352;tripadvisor;2016-09;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;5202.5;1173;;;;0
353;tripadvisor;2016-10;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;4452.5;1002;;;;0
354;tripadvisor;2016-11;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2927.5;662;;;;0
355;tripadvisor;2016-12;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1804.0;408;;;;0
356;tripadvisor;2017-01;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1836.0;412;;;;0
357;tripadvisor;2017-02;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2298.0;521;;;;0
358;tripadvisor;2017-03;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2026.0;459;;;;0
359;tripadvisor;2017-04;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;5505.0;1242;;;;0
360;tripadvisor;2017-05;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;5889.0;1328;;;;0
361;tripadvisor;2017-06;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2124.5;477;;;;0
381;tripadvisor;2013-01;corse;patrimoine;patrimoine culturel;;fr;23.0;5;;;;0
382;tripadvisor;2013-02;corse;patrimoine;patrimoine culturel;;fr;35.0;8;;;;0
383;tripadvisor;2013-03;corse;patrimoine;patrimoine culturel;;fr;42.5;10;;;;0
384;tripadvisor;2013-04;corse;patrimoine;patrimoine culturel;;fr;92.5;21;;;;0
385;tripadvisor;2013-05;corse;patrimoine;patrimoine culturel;;fr;201.0;44;;;;0
386;tripadvisor;2013-06;corse;patrimoine;patrimoine culturel;;fr;183.5;41;;;;0
387;tripadvisor;2013-07;corse;patrimoine;patrimoine culturel;;fr;249.0;56;;;;0
388;tripadvisor;2013-08;corse;patrimoine;patrimoine culturel;;fr;338.5;75;;;;0
389;tripadvisor;2013-09;corse;patrimoine;patrimoine culturel;;fr;365.0;82;;;;0
390;tripadvisor;2013-10;corse;patrimoine;patrimoine culturel;;fr;228.0;51;;;;0
391;tripadvisor;2013-11;corse;patrimoine;patrimoine culturel;;fr;26.5;6;;;;0
392;tripadvisor;2013-12;corse;patrimoine;patrimoine culturel;;fr;9.0;2;;;;0
393;tripadvisor;2014-01;corse;patrimoine;patrimoine culturel;;fr;55.5;13;;;;0
394;tripadvisor;2014-02;corse;patrimoine;patrimoine culturel;;fr;54.5;12;;;;0
395;tripadvisor;2014-03;corse;patrimoine;patrimoine culturel;;fr;42.5;10;;;;0
396;tripadvisor;2014-04;corse;patrimoine;patrimoine culturel;;fr;103.0;23;;;;0
397;tripadvisor;2014-05;corse;patrimoine;patrimoine culturel;;fr;227.0;52;;;;0
